schedule_date,schedule_date,schedule_season,schedule_week,team_home,team_away,stadium_surface,stadium_type,stadium_capacity,spread_favorite
2011-11-20,2011-11-20,2011,11,ATL,TEN,FieldTurf,indoor,"71,250",-6.5
2011-11-20,2011-11-20,2011,11,BAL,CIN,FieldTurf,outdoor,"71,008",-7.0
2011-11-20,2011-11-20,2011,11,CHI,LAC,Grass,outdoor,"61,500",-4.5
2011-11-20,2011-11-20,2011,11,CLE,JAX,Grass,outdoor,"68,000",-1.5
2011-11-20,2011-11-20,2011,11,DET,CAR,FieldTurf,indoor,"65,000",-7.0
2011-11-20,2011-11-20,2011,11,GB,TB,Grass,outdoor,"80,735",-13.5
2011-11-20,2011-11-20,2011,11,MIA,BUF,Grass,outdoor,65000,-3.0
2011-11-20,2011-11-20,2011,11,MIN,LVR,FieldTurf,indoor,64000,-2.0
2011-11-20,2011-11-20,2011,11,NYG,PHI,FieldTurf,outdoor,"82,500",-6.0
2011-11-20,2011-11-20,2011,11,SF,ARI,Grass,outdoor,70000,-10.0
2011-11-20,2011-11-20,2011,11,LAR,SEA,FieldTurf,indoor,67000,-3.0
2011-11-20,2011-11-20,2011,11,WAS,DAL,Grass,outdoor,"79,000",7.0
2011-11-21,2011-11-21,2011,11,NE,KC,FieldTurf,outdoor,"68,756",-17.0
2011-11-24,2011-11-24,2011,12,BAL,SF,FieldTurf,outdoor,"71,008",-3.5
2011-11-24,2011-11-24,2011,12,DAL,MIA,FieldTurf,indoor,"80,000",-7.0
2011-11-24,2011-11-24,2011,12,DET,GB,FieldTurf,indoor,"65,000",4.5
2011-11-27,2011-11-27,2011,12,ATL,MIN,FieldTurf,indoor,"71,250",-10.0
2011-11-27,2011-11-27,2011,12,CIN,CLE,FieldTurf,outdoor,"65,515",-7.0
2011-11-27,2011-11-27,2011,12,IND,CAR,FieldTurf,indoor,"63,000",3.5
2011-11-27,2011-11-27,2011,12,JAX,HOU,Grass,outdoor,"67,264",6.5
2011-11-27,2011-11-27,2011,12,KC,PIT,Grass,outdoor,"76,416",10.5
2011-11-27,2011-11-27,2011,12,NYJ,BUF,FieldTurf,outdoor,"82,500",-9.5
2011-11-27,2011-11-27,2011,12,LVR,CHI,Grass,outdoor,"53,250",-3.0
2011-11-27,2011-11-27,2011,12,PHI,NE,Grass,outdoor,"69,176",3.5
2011-11-27,2011-11-27,2011,12,LAC,DEN,Grass,outdoor,"71,500",-5.5
2011-11-27,2011-11-27,2011,12,SEA,WAS,FieldTurf,outdoor,"67,000",-3.0
2011-11-27,2011-11-27,2011,12,LAR,ARI,FieldTurf,indoor,67000,-2.5
2011-11-27,2011-11-27,2011,12,TEN,TB,Grass,outdoor,"69,143",-3.0
2011-11-28,2011-11-28,2011,12,NO,NYG,FieldTurf,indoor,"76,468",-7.0
2011-12-01,2011-12-01,2011,13,SEA,PHI,FieldTurf,outdoor,"67,000",3.0
2011-12-04,2011-12-04,2011,13,ARI,DAL,Grass,indoor,"63,400",4.5
2011-12-04,2011-12-04,2011,13,BUF,TEN,FieldTurf,outdoor,"73,967",-1.0
2011-12-04,2011-12-04,2011,13,CHI,KC,Grass,outdoor,"61,500",-9.0
2011-12-04,2011-12-04,2011,13,CLE,BAL,Grass,outdoor,"68,000",7.0
2011-12-04,2011-12-04,2011,13,HOU,ATL,Grass,indoor,"71,500",2.0
2011-12-04,2011-12-04,2011,13,MIA,LVR,Grass,outdoor,65000,-3.0
2011-12-04,2011-12-04,2011,13,MIN,DEN,FieldTurf,indoor,64000,-1.5
2011-12-04,2011-12-04,2011,13,NE,IND,FieldTurf,outdoor,"68,756",-20.5
2011-12-04,2011-12-04,2011,13,NO,DET,FieldTurf,indoor,"76,468",-9.0
2011-12-04,2011-12-04,2011,13,NYG,GB,FieldTurf,outdoor,"82,500",7.0
2011-12-04,2011-12-04,2011,13,PIT,CIN,Grass,outdoor,"65,500",-7.0
2011-12-04,2011-12-04,2011,13,SF,LAR,Grass,outdoor,70000,-14.5
2011-12-04,2011-12-04,2011,13,TB,CAR,Grass,outdoor,"65,890",2.5
2011-12-04,2011-12-04,2011,13,WAS,NYJ,Grass,outdoor,"79,000",3.0
2011-12-05,2011-12-05,2011,13,JAX,LAC,Grass,outdoor,"67,264",3.0
2011-12-08,2011-12-08,2011,14,PIT,CLE,Grass,outdoor,"65,500",-14.0
2011-12-11,2011-12-11,2011,14,ARI,SF,Grass,indoor,"63,400",3.5
2011-12-11,2011-12-11,2011,14,BAL,IND,FieldTurf,outdoor,"71,008",-16.5
2011-12-11,2011-12-11,2011,14,CAR,ATL,Grass,outdoor,"73,778",3.0
2011-12-11,2011-12-11,2011,14,CIN,HOU,FieldTurf,outdoor,"65,515",-3.0
2011-12-11,2011-12-11,2011,14,DAL,NYG,FieldTurf,indoor,"80,000",-4.5
2011-12-11,2011-12-11,2011,14,DEN,CHI,Grass,outdoor,"76,125",-3.5
2011-12-11,2011-12-11,2011,14,DET,MIN,FieldTurf,indoor,"65,000",-10.0
2011-12-11,2011-12-11,2011,14,GB,LVR,Grass,outdoor,"80,735",-11.5
2011-12-11,2011-12-11,2011,14,JAX,TB,Grass,outdoor,"67,264",3.0
2011-12-11,2011-12-11,2011,14,MIA,PHI,Grass,outdoor,65000,-3.0
2011-12-11,2011-12-11,2011,14,NYJ,KC,FieldTurf,outdoor,"82,500",-10.5
2011-12-11,2011-12-11,2011,14,LAC,BUF,Grass,outdoor,"71,500",-7.0
2011-12-11,2011-12-11,2011,14,TEN,NO,Grass,outdoor,"69,143",3.5
2011-12-11,2011-12-11,2011,14,WAS,NE,Grass,outdoor,"79,000",7.5
2011-12-12,2011-12-12,2011,14,SEA,LAR,FieldTurf,outdoor,"67,000",-9.5
2011-12-15,2011-12-15,2011,15,ATL,JAX,FieldTurf,indoor,"71,250",-13.5
2011-12-17,2011-12-17,2011,15,TB,DAL,Grass,outdoor,"65,890",7.0
2011-12-18,2011-12-18,2011,15,ARI,CLE,Grass,indoor,"63,400",-6.5
2011-12-18,2011-12-18,2011,15,BUF,MIA,FieldTurf,outdoor,"73,967",-1.5
2011-12-18,2011-12-18,2011,15,CHI,SEA,Grass,outdoor,"61,500",-3.5
2011-12-18,2011-12-18,2011,15,DEN,NE,Grass,outdoor,"76,125",7.5
2011-12-18,2011-12-18,2011,15,HOU,CAR,Grass,indoor,"71,500",-6.0
2011-12-18,2011-12-18,2011,15,IND,TEN,FieldTurf,indoor,"63,000",6.5
2011-12-18,2011-12-18,2011,15,KC,GB,Grass,outdoor,"76,416",11.5
2011-12-18,2011-12-18,2011,15,MIN,NO,FieldTurf,indoor,64000,7.5
2011-12-18,2011-12-18,2011,15,NYG,WAS,FieldTurf,outdoor,"82,500",-6.0
2011-12-18,2011-12-18,2011,15,LVR,DET,Grass,outdoor,"53,250",1.5
2011-12-18,2011-12-18,2011,15,PHI,NYJ,Grass,outdoor,"69,176",-3.0
2011-12-18,2011-12-18,2011,15,LAC,BAL,Grass,outdoor,"71,500",2.5
2011-12-18,2011-12-18,2011,15,LAR,CIN,FieldTurf,indoor,67000,7.0
2011-12-19,2011-12-19,2011,15,SF,PIT,Grass,outdoor,70000,-3.0
2011-12-22,2011-12-22,2011,16,IND,HOU,FieldTurf,indoor,"63,000",7.0
2011-12-24,2011-12-24,2011,16,BAL,CLE,FieldTurf,outdoor,"71,008",-11.0
2011-12-24,2011-12-24,2011,16,BUF,DEN,FieldTurf,outdoor,"73,967",3.0
2011-12-24,2011-12-24,2011,16,CAR,TB,Grass,outdoor,"73,778",-7.5
2011-12-24,2011-12-24,2011,16,CIN,ARI,FieldTurf,outdoor,"65,515",-4.0
2011-12-24,2011-12-24,2011,16,DAL,PHI,FieldTurf,indoor,"80,000",2.5
2011-12-24,2011-12-24,2011,16,DET,LAC,FieldTurf,indoor,"65,000",1.0
2011-12-24,2011-12-24,2011,16,KC,LVR,Grass,outdoor,"76,416",-3.0
2011-12-24,2011-12-24,2011,16,NE,MIA,FieldTurf,outdoor,"68,756",-7.5
2011-12-24,2011-12-24,2011,16,NYJ,NYG,FieldTurf,outdoor,"82,500",-3.0
2011-12-24,2011-12-24,2011,16,PIT,LAR,Grass,outdoor,"65,500",-10.0
2011-12-24,2011-12-24,2011,16,SEA,SF,FieldTurf,outdoor,"67,000",2.5
2011-12-24,2011-12-24,2011,16,TEN,JAX,Grass,outdoor,"69,143",-8.5
2011-12-24,2011-12-24,2011,16,WAS,MIN,Grass,outdoor,"79,000",-6.0
2011-12-25,2011-12-25,2011,16,GB,CHI,Grass,outdoor,"80,735",-13.0
2011-12-26,2011-12-26,2011,16,NO,ATL,FieldTurf,indoor,"76,468",-7.0
2012-01-01,2012-01-01,2011,17,ARI,SEA,Grass,indoor,"63,400",-2.5
2012-01-01,2012-01-01,2011,17,ATL,TB,FieldTurf,indoor,"71,250",-9.5
2012-01-01,2012-01-01,2011,17,CIN,BAL,FieldTurf,outdoor,"65,515",2.5
2012-01-01,2012-01-01,2011,17,CLE,PIT,Grass,outdoor,"68,000",7.0
2012-01-01,2012-01-01,2011,17,DEN,KC,Grass,outdoor,"76,125",-2.0
2012-01-01,2012-01-01,2011,17,GB,DET,Grass,outdoor,"80,735",6.5
2012-01-01,2012-01-01,2011,17,HOU,TEN,Grass,indoor,"71,500",2.0
2012-01-01,2012-01-01,2011,17,JAX,IND,Grass,outdoor,"67,264",-3.0
2012-01-01,2012-01-01,2011,17,MIA,NYJ,Grass,outdoor,65000,-2.0
2012-01-01,2012-01-01,2011,17,MIN,CHI,FieldTurf,indoor,64000,-2.5
2012-01-01,2012-01-01,2011,17,NE,BUF,FieldTurf,outdoor,"68,756",-10.0
2012-01-01,2012-01-01,2011,17,NO,CAR,FieldTurf,indoor,"76,468",-7.0
2012-01-01,2012-01-01,2011,17,NYG,DAL,FieldTurf,outdoor,"82,500",-3.0
2012-01-01,2012-01-01,2011,17,LVR,LAC,Grass,outdoor,"53,250",-3.0
2012-01-01,2012-01-01,2011,17,PHI,WAS,Grass,outdoor,"69,176",-7.0
2012-01-01,2012-01-01,2011,17,LAR,SF,FieldTurf,indoor,67000,12.5
2012-09-05,2012-09-05,2012,1,NYG,DAL,FieldTurf,outdoor,"82,500",-4.0
2012-09-09,2012-09-09,2012,1,ARI,SEA,Grass,indoor,"63,400",3.0
2012-09-09,2012-09-09,2012,1,CHI,IND,Grass,outdoor,"61,500",-10.0
2012-09-09,2012-09-09,2012,1,CLE,PHI,Grass,outdoor,"68,000",9.5
2012-09-09,2012-09-09,2012,1,DEN,PIT,Grass,outdoor,"76,125",-2.0
2012-09-09,2012-09-09,2012,1,DET,LAR,FieldTurf,indoor,"65,000",-9.0
2012-09-09,2012-09-09,2012,1,GB,SF,Grass,outdoor,"80,735",-5.5
2012-09-09,2012-09-09,2012,1,HOU,MIA,Grass,indoor,"71,500",-13.5
2012-09-09,2012-09-09,2012,1,KC,ATL,Grass,outdoor,"76,416",2.5
2012-09-09,2012-09-09,2012,1,MIN,JAX,FieldTurf,indoor,64000,-3.5
2012-09-09,2012-09-09,2012,1,NO,WAS,FieldTurf,indoor,"76,468",-9.0
2012-09-09,2012-09-09,2012,1,NYJ,BUF,FieldTurf,outdoor,"82,500",-3.0
2012-09-09,2012-09-09,2012,1,TB,CAR,Grass,outdoor,"65,890",3.0
2012-09-09,2012-09-09,2012,1,TEN,NE,Grass,outdoor,"69,143",6.5
2012-09-10,2012-09-10,2012,1,BAL,CIN,FieldTurf,outdoor,"71,008",-7.0
2012-09-10,2012-09-10,2012,1,LVR,LAC,Grass,outdoor,"53,250",-1.0
2012-09-13,2012-09-13,2012,2,GB,CHI,Grass,outdoor,"80,735",-5.5
2012-09-16,2012-09-16,2012,2,BUF,KC,FieldTurf,outdoor,"73,967",-3.0
2012-09-16,2012-09-16,2012,2,CAR,NO,Grass,outdoor,"73,778",3.0
2012-09-16,2012-09-16,2012,2,CIN,CLE,FieldTurf,outdoor,"65,515",-7.0
2012-09-16,2012-09-16,2012,2,IND,MIN,FieldTurf,indoor,"63,000",3.0
2012-09-16,2012-09-16,2012,2,JAX,HOU,Grass,outdoor,"67,264",7.0
2012-09-16,2012-09-16,2012,2,MIA,LVR,Grass,outdoor,65000,2.0
2012-09-16,2012-09-16,2012,2,NE,ARI,FieldTurf,outdoor,"68,756",-13.5
2012-09-16,2012-09-16,2012,2,NYG,TB,FieldTurf,outdoor,"82,500",-8.0
2012-09-16,2012-09-16,2012,2,PHI,BAL,Grass,outdoor,"69,176",-3.0
2012-09-16,2012-09-16,2012,2,PIT,NYJ,Grass,outdoor,"65,500",-4.5
2012-09-16,2012-09-16,2012,2,LAC,TEN,Grass,outdoor,"71,500",-6.0
2012-09-16,2012-09-16,2012,2,SF,DET,Grass,outdoor,70000,-7.0
2012-09-16,2012-09-16,2012,2,SEA,DAL,FieldTurf,outdoor,"67,000",3.0
2012-09-16,2012-09-16,2012,2,LAR,WAS,FieldTurf,indoor,67000,3.5
2012-09-17,2012-09-17,2012,2,ATL,DEN,FieldTurf,indoor,"71,250",-3.0
2012-09-20,2012-09-20,2012,3,CAR,NYG,Grass,outdoor,"73,778",-3.0
2012-09-23,2012-09-23,2012,3,ARI,PHI,Grass,indoor,"63,400",3.0
2012-09-23,2012-09-23,2012,3,BAL,NE,FieldTurf,outdoor,"71,008",-3.0
2012-09-23,2012-09-23,2012,3,CHI,LAR,Grass,outdoor,"61,500",-7.0
2012-09-23,2012-09-23,2012,3,CLE,BUF,Grass,outdoor,"68,000",3.0
2012-09-23,2012-09-23,2012,3,DAL,TB,FieldTurf,indoor,"80,000",-7.0
2012-09-23,2012-09-23,2012,3,DEN,HOU,Grass,outdoor,"76,125",1.5
2012-09-23,2012-09-23,2012,3,IND,JAX,FieldTurf,indoor,"63,000",-3.0
2012-09-23,2012-09-23,2012,3,MIA,NYJ,Grass,outdoor,65000,3.0
2012-09-23,2012-09-23,2012,3,MIN,SF,FieldTurf,indoor,64000,7.0
2012-09-23,2012-09-23,2012,3,NO,KC,FieldTurf,indoor,"76,468",-8.5
2012-09-23,2012-09-23,2012,3,LVR,PIT,Grass,outdoor,"53,250",4.0
2012-09-23,2012-09-23,2012,3,LAC,ATL,Grass,outdoor,"71,500",-3.0
2012-09-23,2012-09-23,2012,3,TEN,DET,Grass,outdoor,"69,143",4.0
2012-09-23,2012-09-23,2012,3,WAS,CIN,Grass,outdoor,"79,000",-3.0
2012-09-24,2012-09-24,2012,3,SEA,GB,FieldTurf,outdoor,"67,000",3.5
2012-09-27,2012-09-27,2012,4,BAL,CLE,FieldTurf,outdoor,"71,008",-11.5
2012-09-30,2012-09-30,2012,4,ARI,MIA,Grass,indoor,"63,400",-4.0
2012-09-30,2012-09-30,2012,4,ATL,CAR,FieldTurf,indoor,"71,250",-7.0
2012-09-30,2012-09-30,2012,4,BUF,NE,FieldTurf,outdoor,"73,967",4.5
2012-09-30,2012-09-30,2012,4,DEN,LVR,Grass,outdoor,"76,125",-6.5
2012-09-30,2012-09-30,2012,4,DET,MIN,FieldTurf,indoor,"65,000",-4.0
2012-09-30,2012-09-30,2012,4,GB,NO,Grass,outdoor,"80,735",-7.5
2012-09-30,2012-09-30,2012,4,HOU,TEN,Grass,indoor,"71,500",-13.5
2012-09-30,2012-09-30,2012,4,JAX,CIN,Grass,outdoor,"67,264",-1.5
2012-09-30,2012-09-30,2012,4,KC,LAC,Grass,outdoor,"76,416",2.5
2012-09-30,2012-09-30,2012,4,NYJ,SF,FieldTurf,outdoor,"82,500",4.0
2012-09-30,2012-09-30,2012,4,PHI,NYG,Grass,outdoor,"69,176",-1.5
2012-09-30,2012-09-30,2012,4,LAR,SEA,FieldTurf,indoor,67000,2.5
2012-09-30,2012-09-30,2012,4,TB,WAS,Grass,outdoor,"65,890",-2.0
2012-10-01,2012-10-01,2012,4,DAL,CHI,FieldTurf,indoor,"80,000",-3.0
2012-10-04,2012-10-04,2012,5,LAR,ARI,FieldTurf,indoor,67000,1.5
2012-10-07,2012-10-07,2012,5,CAR,SEA,Grass,outdoor,"73,778",-2.0
2012-10-07,2012-10-07,2012,5,CIN,MIA,FieldTurf,outdoor,"65,515",-3.0
2012-10-07,2012-10-07,2012,5,IND,GB,FieldTurf,indoor,"63,000",6.5
2012-10-07,2012-10-07,2012,5,JAX,CHI,Grass,outdoor,"67,264",6.5
2012-10-07,2012-10-07,2012,5,KC,BAL,Grass,outdoor,"76,416",6.5
2012-10-07,2012-10-07,2012,5,MIN,TEN,FieldTurf,indoor,64000,-6.0
2012-10-07,2012-10-07,2012,5,NE,DEN,FieldTurf,outdoor,"68,756",-6.0
2012-10-07,2012-10-07,2012,5,NO,LAC,FieldTurf,indoor,"76,468",-3.5
2012-10-07,2012-10-07,2012,5,NYG,CLE,FieldTurf,outdoor,"82,500",-8.0
2012-10-07,2012-10-07,2012,5,PIT,PHI,Grass,outdoor,"65,500",-4.0
2012-10-07,2012-10-07,2012,5,SF,BUF,Grass,outdoor,70000,-10.0
2012-10-07,2012-10-07,2012,5,WAS,ATL,Grass,outdoor,"79,000",3.0
2012-10-08,2012-10-08,2012,5,NYJ,HOU,FieldTurf,outdoor,"82,500",10.0
2012-10-11,2012-10-11,2012,6,TEN,PIT,Grass,outdoor,"69,143",6.5
2012-10-14,2012-10-14,2012,6,ARI,BUF,Grass,indoor,"63,400",-5.0
2012-10-14,2012-10-14,2012,6,ATL,LVR,FieldTurf,indoor,"71,250",-10.0
2012-10-14,2012-10-14,2012,6,BAL,DAL,FieldTurf,outdoor,"71,008",-3.0
2012-10-14,2012-10-14,2012,6,CLE,CIN,Grass,outdoor,"68,000",2.0
2012-10-14,2012-10-14,2012,6,HOU,GB,Grass,indoor,"71,500",-4.0
2012-10-14,2012-10-14,2012,6,MIA,LAR,Grass,outdoor,65000,-5.0
2012-10-14,2012-10-14,2012,6,NYJ,IND,FieldTurf,outdoor,"82,500",-3.0
2012-10-14,2012-10-14,2012,6,PHI,DET,Grass,outdoor,"69,176",-3.5
2012-10-14,2012-10-14,2012,6,SF,NYG,Grass,outdoor,70000,-7.0
2012-10-14,2012-10-14,2012,6,SEA,NE,FieldTurf,outdoor,"67,000",4.0
2012-10-14,2012-10-14,2012,6,TB,KC,Grass,outdoor,"65,890",-5.0
2012-10-14,2012-10-14,2012,6,WAS,MIN,Grass,outdoor,"79,000",2.0
2012-10-15,2012-10-15,2012,6,LAC,DEN,Grass,outdoor,"71,500",0.0
2012-10-18,2012-10-18,2012,7,SF,SEA,Grass,outdoor,70000,-7.5
2012-10-21,2012-10-21,2012,7,BUF,TEN,FieldTurf,outdoor,"73,967",-4.5
2012-10-21,2012-10-21,2012,7,CAR,DAL,Grass,outdoor,"73,778",2.5
2012-10-21,2012-10-21,2012,7,CIN,PIT,FieldTurf,outdoor,"65,515",-1.0
2012-10-21,2012-10-21,2012,7,HOU,BAL,Grass,indoor,"71,500",-6.5
2012-10-21,2012-10-21,2012,7,IND,CLE,FieldTurf,indoor,"63,000",-1.0
2012-10-21,2012-10-21,2012,7,MIN,ARI,FieldTurf,indoor,64000,-6.5
2012-10-21,2012-10-21,2012,7,NE,NYJ,FieldTurf,outdoor,"68,756",-10.5
2012-10-21,2012-10-21,2012,7,NYG,WAS,FieldTurf,outdoor,"82,500",-6.5
2012-10-21,2012-10-21,2012,7,LVR,JAX,Grass,outdoor,"53,250",-6.0
2012-10-21,2012-10-21,2012,7,LAR,GB,FieldTurf,indoor,67000,5.0
2012-10-21,2012-10-21,2012,7,TB,NO,Grass,outdoor,"65,890",1.5
2012-10-22,2012-10-22,2012,7,CHI,DET,Grass,outdoor,"61,500",-6.5
2012-10-25,2012-10-25,2012,8,MIN,TB,FieldTurf,indoor,64000,-5.5
2012-10-28,2012-10-28,2012,8,CHI,CAR,Grass,outdoor,"61,500",-7.5
2012-10-28,2012-10-28,2012,8,CLE,LAC,Grass,outdoor,"68,000",3.0
2012-10-28,2012-10-28,2012,8,DAL,NYG,FieldTurf,indoor,"80,000",2.5
2012-10-28,2012-10-28,2012,8,DEN,NO,Grass,outdoor,"76,125",-6.5
2012-10-28,2012-10-28,2012,8,DET,SEA,FieldTurf,indoor,"65,000",-3.0
2012-10-28,2012-10-28,2012,8,GB,JAX,Grass,outdoor,"80,735",-16.0
2012-10-28,2012-10-28,2012,8,KC,LVR,Grass,outdoor,"76,416",-1.0
2012-10-28,2012-10-28,2012,8,NYJ,MIA,FieldTurf,outdoor,"82,500",-1.0
2012-10-28,2012-10-28,2012,8,PHI,ATL,Grass,outdoor,"69,176",-3.0
2012-10-28,2012-10-28,2012,8,PIT,WAS,Grass,outdoor,"65,500",-4.5
2012-10-28,2012-10-28,2012,8,TEN,IND,Grass,outdoor,"69,143",-3.0
2012-10-29,2012-10-29,2012,8,ARI,SF,Grass,indoor,"63,400",7.0
2012-11-01,2012-11-01,2012,9,LAC,KC,Grass,outdoor,"71,500",-7.0
2012-11-04,2012-11-04,2012,9,ATL,DAL,FieldTurf,indoor,"71,250",-4.5
2012-11-04,2012-11-04,2012,9,CIN,DEN,FieldTurf,outdoor,"65,515",5.5
2012-11-04,2012-11-04,2012,9,CLE,BAL,Grass,outdoor,"68,000",3.5
2012-11-04,2012-11-04,2012,9,GB,ARI,Grass,outdoor,"80,735",-10.5
2012-11-04,2012-11-04,2012,9,HOU,BUF,Grass,indoor,"71,500",-11.5
2012-11-04,2012-11-04,2012,9,IND,MIA,FieldTurf,indoor,"63,000",2.0
2012-11-04,2012-11-04,2012,9,JAX,DET,Grass,outdoor,"67,264",6.0
2012-11-04,2012-11-04,2012,9,NYG,PIT,FieldTurf,outdoor,"82,500",-3.5
2012-11-04,2012-11-04,2012,9,LVR,TB,Grass,outdoor,"53,250",-1.0
2012-11-04,2012-11-04,2012,9,SEA,MIN,FieldTurf,outdoor,"67,000",-4.0
2012-11-04,2012-11-04,2012,9,TEN,CHI,Grass,outdoor,"69,143",5.0
2012-11-04,2012-11-04,2012,9,WAS,CAR,Grass,outdoor,"79,000",-3.0
2012-11-05,2012-11-05,2012,9,NO,PHI,FieldTurf,indoor,"76,468",-3.0
2012-11-08,2012-11-08,2012,10,JAX,IND,Grass,outdoor,"67,264",3.5
2012-11-11,2012-11-11,2012,10,BAL,LVR,FieldTurf,outdoor,"71,008",-7.5
2012-11-11,2012-11-11,2012,10,CAR,DEN,Grass,outdoor,"73,778",4.0
2012-11-11,2012-11-11,2012,10,CHI,HOU,Grass,outdoor,"61,500",-1.0
2012-11-11,2012-11-11,2012,10,CIN,NYG,FieldTurf,outdoor,"65,515",4.5
2012-11-11,2012-11-11,2012,10,MIA,TEN,Grass,outdoor,65000,-7.0
2012-11-11,2012-11-11,2012,10,MIN,DET,FieldTurf,indoor,64000,3.0
2012-11-11,2012-11-11,2012,10,NE,BUF,FieldTurf,outdoor,"68,756",-13.5
2012-11-11,2012-11-11,2012,10,NO,ATL,FieldTurf,indoor,"76,468",1.5
2012-11-11,2012-11-11,2012,10,PHI,DAL,Grass,outdoor,"69,176",2.5
2012-11-11,2012-11-11,2012,10,SF,LAR,Grass,outdoor,70000,-13.0
2012-11-11,2012-11-11,2012,10,SEA,NYJ,FieldTurf,outdoor,"67,000",-5.5
2012-11-11,2012-11-11,2012,10,TB,LAC,Grass,outdoor,"65,890",-3.0
2012-11-12,2012-11-12,2012,10,PIT,KC,Grass,outdoor,"65,500",-13.0
2012-11-15,2012-11-15,2012,11,BUF,MIA,FieldTurf,outdoor,"73,967",-2.5
2012-11-18,2012-11-18,2012,11,ATL,ARI,FieldTurf,indoor,"71,250",-9.5
2012-11-18,2012-11-18,2012,11,CAR,TB,Grass,outdoor,"73,778",1.5
2012-11-18,2012-11-18,2012,11,DAL,CLE,FieldTurf,indoor,"80,000",-7.0
2012-11-18,2012-11-18,2012,11,DEN,LAC,Grass,outdoor,"76,125",-7.5
2012-11-18,2012-11-18,2012,11,DET,GB,FieldTurf,indoor,"65,000",3.0
2012-11-18,2012-11-18,2012,11,HOU,JAX,Grass,indoor,"71,500",-15.5
2012-11-18,2012-11-18,2012,11,KC,CIN,Grass,outdoor,"76,416",3.0
2012-11-18,2012-11-18,2012,11,NE,IND,FieldTurf,outdoor,"68,756",-10.0
2012-11-18,2012-11-18,2012,11,LVR,NO,Grass,outdoor,"53,250",6.5
2012-11-18,2012-11-18,2012,11,PIT,BAL,Grass,outdoor,"65,500",3.0
2012-11-18,2012-11-18,2012,11,LAR,NYJ,FieldTurf,indoor,67000,-3.5
2012-11-18,2012-11-18,2012,11,WAS,PHI,Grass,outdoor,"79,000",-3.5
2012-11-19,2012-11-19,2012,11,SF,CHI,Grass,outdoor,70000,-5.0
2012-11-22,2012-11-22,2012,12,DAL,WAS,FieldTurf,indoor,"80,000",-3.5
2012-11-22,2012-11-22,2012,12,DET,HOU,FieldTurf,indoor,"65,000",4.0
2012-11-22,2012-11-22,2012,12,NYJ,NE,FieldTurf,outdoor,"82,500",7.0
2012-11-25,2012-11-25,2012,12,ARI,LAR,Grass,indoor,"63,400",-1.0
2012-11-25,2012-11-25,2012,12,CHI,MIN,Grass,outdoor,"61,500",-6.5
2012-11-25,2012-11-25,2012,12,CIN,LVR,FieldTurf,outdoor,"65,515",-8.0
2012-11-25,2012-11-25,2012,12,CLE,PIT,Grass,outdoor,"68,000",2.0
2012-11-25,2012-11-25,2012,12,IND,BUF,FieldTurf,indoor,"63,000",-3.0
2012-11-25,2012-11-25,2012,12,JAX,TEN,Grass,outdoor,"67,264",3.5
2012-11-25,2012-11-25,2012,12,KC,DEN,Grass,outdoor,"76,416",10.5
2012-11-25,2012-11-25,2012,12,MIA,SEA,Grass,outdoor,65000,3.0
2012-11-25,2012-11-25,2012,12,NO,SF,FieldTurf,indoor,"76,468",1.5
2012-11-25,2012-11-25,2012,12,NYG,GB,FieldTurf,outdoor,"82,500",-2.5
2012-11-25,2012-11-25,2012,12,LAC,BAL,Grass,outdoor,"71,500",1.0
2012-11-25,2012-11-25,2012,12,TB,ATL,Grass,outdoor,"65,890",1.5
2012-11-26,2012-11-26,2012,12,PHI,CAR,Grass,outdoor,"69,176",3.0
2012-11-29,2012-11-29,2012,13,ATL,NO,FieldTurf,indoor,"71,250",-3.5
2012-12-02,2012-12-02,2012,13,BAL,PIT,FieldTurf,outdoor,"71,008",-7.5
2012-12-02,2012-12-02,2012,13,BUF,JAX,FieldTurf,outdoor,"73,967",-6.0
2012-12-02,2012-12-02,2012,13,CHI,SEA,Grass,outdoor,"61,500",-3.5
2012-12-02,2012-12-02,2012,13,DAL,PHI,FieldTurf,indoor,"80,000",-10.5
2012-12-02,2012-12-02,2012,13,DEN,TB,Grass,outdoor,"76,125",-7.5
2012-12-02,2012-12-02,2012,13,DET,IND,FieldTurf,indoor,"65,000",-7.0
2012-12-02,2012-12-02,2012,13,GB,MIN,Grass,outdoor,"80,735",-7.5
2012-12-02,2012-12-02,2012,13,KC,CAR,Grass,outdoor,"76,416",6.0
2012-12-02,2012-12-02,2012,13,MIA,NE,Grass,outdoor,65000,9.0
2012-12-02,2012-12-02,2012,13,NYJ,ARI,FieldTurf,outdoor,"82,500",-6.0
2012-12-02,2012-12-02,2012,13,LVR,CLE,Grass,outdoor,"53,250",2.5
2012-12-02,2012-12-02,2012,13,LAC,CIN,Grass,outdoor,"71,500",2.5
2012-12-02,2012-12-02,2012,13,LAR,SF,FieldTurf,indoor,67000,8.0
2012-12-02,2012-12-02,2012,13,TEN,HOU,Grass,outdoor,"69,143",7.0
2012-12-03,2012-12-03,2012,13,WAS,NYG,Grass,outdoor,"79,000",3.0
2012-12-06,2012-12-06,2012,14,LVR,DEN,Grass,outdoor,"53,250",10.5
2012-12-09,2012-12-09,2012,14,BUF,LAR,FieldTurf,outdoor,"73,967",-3.0
2012-12-09,2012-12-09,2012,14,CAR,ATL,Grass,outdoor,"73,778",3.5
